Folder	Time Domain	HPS	FFT	Sample	Midi	HN Offset	Expected	TD	HPS	FFT	Praat	Average	Stdev	Use	Actual MIDI	+Cents	
/002931/Samples/Sw. Open Diapason 8	060-c.wav	060-c.wav	060-c.wav	MIDIPitchFraction=91.894443	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 260.44 Hz	detected pitch = 260.74 Hz	detected pitch = 260.56 Hz	060-c.wav	60.00	0.00	261.63	260.44	260.74	260.56		260.58	0.15	260.58	59.930674018508	6.93259814920282	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=59	MIDIKeyNumber=59	MIDIKeyNumber=59	Detected = 260.44 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=92.138053	MIDIPitchFraction=94.139724	MIDIPitchFraction=92.917439	MIDIKeyNumber=59	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	061-c#.wav	061-c#.wav	061-c#.wav	MIDIPitchFraction=92.138053	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 279.07 Hz	detected pitch = 276.13 Hz	detected pitch = 276.33 Hz	061-c#.wav	61.00	0.00	277.18	279.07	276.13	276.33		277.176666666667	1.64	276.23	60.9403978615592	5.96021384408445	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=61	MIDIKeyNumber=60	MIDIKeyNumber=60	Detected = 279.07 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=11.774400	MIDIPitchFraction=93.404804	MIDIPitchFraction=94.692429	MIDIKeyNumber=61	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	062-d.wav	062-d.wav	062-d.wav	MIDIPitchFraction=11.774400	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 292.19 Hz	detected pitch = 292.24 Hz	detected pitch = 292.20 Hz	062-d.wav	62.00	0.00	293.66	292.19	292.24	292.20		292.21	0.03	292.21	61.9140243251226	8.59756748773677	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=61	MIDIKeyNumber=61	MIDIKeyNumber=61	Detected = 292.19 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=91.307968	MIDIPitchFraction=91.558400	MIDIPitchFraction=91.333213	MIDIKeyNumber=61	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	063-d#.wav	063-d#.wav	063-d#.wav	MIDIPitchFraction=91.307968	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 309.43 Hz	detected pitch = 309.43 Hz	detected pitch = 309.45 Hz	063-d#.wav	63.00	0.00	311.13	309.43	309.43	309.45		309.436666666667	0.01	309.436666666667	62.9056876220391	9.43123779609252	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=62	MIDIKeyNumber=62	MIDIKeyNumber=62	Detected = 309.43 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=90.553403	MIDIPitchFraction=90.504803	MIDIPitchFraction=90.620396	MIDIKeyNumber=62	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	064-e.wav	064-e.wav	064-e.wav	MIDIPitchFraction=90.553403	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 328.20 Hz	detected pitch = 328.13 Hz	detected pitch = 328.25 Hz	064-e.wav	64.00	0.00	329.63	328.20	328.13	328.25		328.193333333333	0.06	328.193333333333	63.9245089152377	7.54910847623265	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=63	MIDIKeyNumber=63	MIDIKeyNumber=63	Detected = 328.20 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=92.489432	MIDIPitchFraction=92.107259	MIDIPitchFraction=92.745834	MIDIKeyNumber=63	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	065-f.wav	065-f.wav	065-f.wav	MIDIPitchFraction=92.489432	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 347.94 Hz	detected pitch = 347.90 Hz	detected pitch = 347.88 Hz	065-f.wav	65.00	0.00	349.23	347.94	347.90	347.88		347.906666666667	0.03	347.906666666667	64.9343616086785	6.56383913214569	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=64	MIDIKeyNumber=64	MIDIKeyNumber=64	Detected = 347.94 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=93.598267	MIDIPitchFraction=93.405223	MIDIPitchFraction=93.319798	MIDIKeyNumber=64	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	066-f#.wav	066-f#.wav	066-f#.wav	MIDIPitchFraction=93.598267	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 371.47 Hz	detected pitch = 369.14 Hz	detected pitch = 369.00 Hz	066-f#.wav	66.00	0.00	369.99	371.47	369.14	369.00		369.87	1.39	369.07	65.9566913827932	4.33086172068045	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=66	MIDIKeyNumber=65	MIDIKeyNumber=65	Detected = 371.47 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=6.908925	MIDIPitchFraction=95.999933	MIDIPitchFraction=95.344592	MIDIKeyNumber=66	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	067-g.wav	067-g.wav	067-g.wav	MIDIPitchFraction=6.908925	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 390.06 Hz	detected pitch = 389.93 Hz	detected pitch = 390.02 Hz	067-g.wav	67.00	0.00	392.00	390.06	389.93	390.02		390.003333333333	0.07	390.003333333333	66.9117951707892	8.82048292107811	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=66	MIDIKeyNumber=66	MIDIKeyNumber=66	Detected = 390.06 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=91.418631	MIDIPitchFraction=90.861090	MIDIPitchFraction=91.255101	MIDIKeyNumber=66	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	068-g#.wav	068-g#.wav	068-g#.wav	MIDIPitchFraction=91.418631	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 413.85 Hz	detected pitch = 413.82 Hz	detected pitch = 413.89 Hz	068-g#.wav	68.00	0.00	415.30	413.85	413.82	413.89		413.853333333333	0.04	413.853333333333	67.9393926447348	6.06073552652333	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=67	MIDIKeyNumber=67	MIDIKeyNumber=67	Detected = 413.85 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=93.921360	MIDIPitchFraction=93.792996	MIDIPitchFraction=94.077311	MIDIKeyNumber=67	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	069-a.wav	069-a.wav	069-a.wav	MIDIPitchFraction=93.921360	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 438.07 Hz	detected pitch = 437.99 Hz	detected pitch = 438.04 Hz	069-a.wav	69.00	0.00	440.00	438.07	437.99	438.04		438.033333333333	0.04	438.033333333333	68.9224456325041	7.75543674958925	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=68	MIDIKeyNumber=68	MIDIKeyNumber=68	Detected = 438.07 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=92.372524	MIDIPitchFraction=92.067004	MIDIPitchFraction=92.253513	MIDIKeyNumber=68	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	070-a#.wav	070-a#.wav	070-a#.wav	MIDIPitchFraction=92.372524	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 469.43 Hz	detected pitch = 465.09 Hz	detected pitch = 464.95 Hz	070-a#.wav	70.00	0.00	466.16	469.43	465.09	464.95		466.49	2.55	465.02	69.9574709104313	4.25290895687027	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=70	MIDIKeyNumber=69	MIDIKeyNumber=69	Detected = 469.43 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=12.071067	MIDIPitchFraction=95.999237	MIDIPitchFraction=95.473860	MIDIKeyNumber=70	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	071-b.wav	071-b.wav	071-b.wav	MIDIPitchFraction=12.071067	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 491.90 Hz	detected pitch = 492.15 Hz	detected pitch = 491.90 Hz	071-b.wav	71.00	0.00	493.88	491.90	492.15	491.90		491.983333333333	0.14	491.983333333333	70.9332710304427	6.6728969557289	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=70	MIDIKeyNumber=70	MIDIKeyNumber=70	Detected = 491.90 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=93.040852	MIDIPitchFraction=93.898517	MIDIPitchFraction=93.019615	MIDIKeyNumber=70	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	072-c.wav	072-c.wav	072-c.wav	MIDIPitchFraction=93.040852	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 521.12 Hz	detected pitch = 521.26 Hz	detected pitch = 521.16 Hz	072-c.wav	72.00	0.00	523.25	521.12	521.26	521.16		521.18	0.07	521.18	71.9313383829377	6.86616170622756	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=71	MIDIKeyNumber=71	MIDIKeyNumber=71	Detected = 521.12 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=92.936393	MIDIPitchFraction=93.402328	MIDIPitchFraction=93.066750	MIDIKeyNumber=71	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	073-c#.wav	073-c#.wav	073-c#.wav	MIDIPitchFraction=92.936393	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 552.78 Hz	detected pitch = 552.98 Hz	detected pitch = 552.84 Hz	073-c#.wav	73.00	0.00	554.37	552.78	552.98	552.84		552.866666666667	0.10	552.866666666667	72.9531368143584	4.68631856416124	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=72	MIDIKeyNumber=72	MIDIKeyNumber=72	Detected = 552.78 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=95.045993	MIDIPitchFraction=95.663407	MIDIPitchFraction=95.238575	MIDIKeyNumber=72	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	074-d.wav	074-d.wav	074-d.wav	MIDIPitchFraction=95.045993	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 584.27 Hz	detected pitch = 584.47 Hz	detected pitch = 584.45 Hz	074-d.wav	74.00	0.00	587.33	584.27	584.47	584.45		584.396666666667	0.11	584.396666666667	73.9133331053223	8.66668946777338	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=73	MIDIKeyNumber=73	MIDIKeyNumber=73	Detected = 584.27 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=90.954360	MIDIPitchFraction=91.558407	MIDIPitchFraction=91.498287	MIDIKeyNumber=73	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	075-d#.wav	075-d#.wav	075-d#.wav	MIDIPitchFraction=90.954360	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 628.85 Hz	detected pitch = 619.63 Hz	detected pitch = 619.77 Hz	075-d#.wav	75.00	0.00	622.25	628.85	619.63	619.77		622.75	5.28	619.7	74.9287973347151	7.12026652849431	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=75	MIDIKeyNumber=74	MIDIKeyNumber=74	Detected = 628.85 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=18.245686	MIDIPitchFraction=92.682202	MIDIPitchFraction=93.079502	MIDIKeyNumber=75	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	076-e.wav	076-e.wav	076-e.wav	MIDIPitchFraction=18.245686	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 659.84 Hz	detected pitch = 657.71 Hz	detected pitch = 657.76 Hz	076-e.wav	76.00	0.00	659.26	659.84	657.71	657.76		658.436666666667	1.22	657.735	75.9600350229719	3.99649770281059	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=76	MIDIKeyNumber=75	MIDIKeyNumber=75	Detected = 659.84 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=1.524275	MIDIPitchFraction=95.950452	MIDIPitchFraction=96.057747	MIDIKeyNumber=76	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	077-f.wav	077-f.wav	077-f.wav	MIDIPitchFraction=1.524275	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 829.73 Hz	detected pitch = 695.80 Hz	detected pitch = 696.00 Hz	077-f.wav	77.00	0.00	698.46	829.73	695.80	696.00		740.51	77.27	695.9	76.9365178039359	6.34821960641148	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=79	MIDIKeyNumber=76	MIDIKeyNumber=76	Detected = 829.73 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=98.165993	MIDIPitchFraction=93.408929	MIDIPitchFraction=93.894145	MIDIKeyNumber=79	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	078-f#.wav	078-f#.wav	078-f#.wav	MIDIPitchFraction=98.165993	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 737.63 Hz	detected pitch = 737.55 Hz	detected pitch = 737.61 Hz	078-f#.wav	78.00	0.00	739.99	737.63	737.55	737.61		737.596666666667	0.04	737.596666666667	77.9439433467728	5.60566532271736	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=77	MIDIKeyNumber=77	MIDIKeyNumber=77	Detected = 737.63 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=94.466921	MIDIPitchFraction=94.282055	MIDIPitchFraction=94.419850	MIDIKeyNumber=77	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	079-g.wav	079-g.wav	079-g.wav	MIDIPitchFraction=94.466921	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 780.99 Hz	detected pitch = 780.76 Hz	detected pitch = 780.92 Hz	079-g.wav	79.00	0.00	783.99	780.99	780.76	780.92		780.89	0.12	780.89	78.9313897658608	6.86102341392143	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=78	MIDIKeyNumber=78	MIDIKeyNumber=78	Detected = 780.99 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=93.362080	MIDIPitchFraction=92.856621	MIDIPitchFraction=93.194669	MIDIKeyNumber=78	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	080-g#.wav	080-g#.wav	080-g#.wav	MIDIPitchFraction=93.362080	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 827.43 Hz	detected pitch = 827.64 Hz	detected pitch = 827.49 Hz	080-g#.wav	80.00	0.00	830.61	827.43	827.64	827.49		827.52	0.11	827.52	79.9354878781304	6.45121218695692	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=79	MIDIKeyNumber=79	MIDIKeyNumber=79	Detected = 827.43 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=93.362640	MIDIPitchFraction=93.792393	MIDIPitchFraction=93.475773	MIDIKeyNumber=79	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	082-a#.wav	082-a#.wav	082-a#.wav	MIDIPitchFraction=93.362640	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 1091.08 Hz	detected pitch = 930.18 Hz	detected pitch = 930.36 Hz	082-a#.wav	82.00	0.00	932.33	1,091.08	930.18	930.36		983.873333333333	92.84	930.27	81.9617517435539	3.824825644611	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=84	MIDIKeyNumber=81	MIDIKeyNumber=81	Detected = 1091.08 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=72.214200	MIDIPitchFraction=96.008516	MIDIPitchFraction=96.335228	MIDIKeyNumber=84	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	083-b.wav	083-b.wav	083-b.wav	MIDIPitchFraction=72.214200	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 983.95 Hz	detected pitch = 983.64 Hz	detected pitch = 983.77 Hz	083-b.wav	83.00	0.00	987.77	983.95	983.64	983.77		983.786666666667	0.16	983.786666666667	82.9301037418967	6.98962581032845	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=82	MIDIKeyNumber=82	MIDIKeyNumber=82	Detected = 983.95 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=93.299005	MIDIPitchFraction=92.757012	MIDIPitchFraction=92.989273	MIDIKeyNumber=82	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	084-c.wav	084-c.wav	084-c.wav	MIDIPitchFraction=93.299005	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 1042.20 Hz	detected pitch = 1042.24 Hz	detected pitch = 1042.19 Hz	084-c.wav	84.00	0.00	1,046.50	1,042.20	1,042.24	1,042.19		1042.21	0.03	1042.21	83.928846884856	7.11531151439715	
/002931/Samples/Sw. Open Diapason 8	MIDIKeyNumber=83	MIDIKeyNumber=83	MIDIKeyNumber=83	Detected = 1042.20 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	MIDIPitchFraction=92.864061	MIDIPitchFraction=92.928412	MIDIPitchFraction=92.847859	MIDIKeyNumber=83	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	085-c#.wav	085-c#.wav	085-c#.wav	MIDIPitchFraction=92.864061	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002931/Samples/Sw. Open Diapason 8	Detected = 1105.81 Hz	detected pitch = 1105.85 Hz	detected pitch = 1105.87 Hz	085-c#.wav	85.00	0.00	1,108.73	1,105.81	1,105.85	1,105.87		1105.84333333333	0.03	1105.84333333333	84.9548589861323	4.51410138677346	
