Folder	Time Domain	HPS	FFT	Sample	Midi	HN Offset	Expected	TD	HPS	FFT	Praat	Average	Stdev	Use	Actual MIDI	+Cents	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=68.708066	MIDIPitchFraction=92.247503	MIDIPitchFraction=91.369450	MIDIKeyNumber=68	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	067-g.wav	067-g.wav	067-g.wav	MIDIPitchFraction=68.708066	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Detected = 389.81 Hz	detected pitch = 389.65 Hz	detected pitch = 389.79 Hz	067-g.wav	67.00	0.00	392.00	389.81	389.65	389.79		389.75	0.09	389.75	66.9005459900775	9.94540099224963	
/002932/Samples/Ped. Principal 8	MIDIKeyNumber=66	MIDIKeyNumber=66	MIDIKeyNumber=66	Detected = 389.81 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=90.330965	MIDIPitchFraction=89.603812	MIDIPitchFraction=90.220889	MIDIKeyNumber=66	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	068-g#.wav	068-g#.wav	068-g#.wav	MIDIPitchFraction=90.330965	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Detected = 412.04 Hz	detected pitch = 413.82 Hz	detected pitch = 413.99 Hz	068-g#.wav	68.00	0.00	415.30	412.04	413.82	413.99		413.283333333333	1.08	413.905	67.94155383331	5.84461666900467	
/002932/Samples/Ped. Principal 8	MIDIKeyNumber=67	MIDIKeyNumber=67	MIDIKeyNumber=67	Detected = 412.04 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=86.327375	MIDIPitchFraction=93.795922	MIDIPitchFraction=94.491204	MIDIKeyNumber=67	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	069-a.wav	069-a.wav	069-a.wav	MIDIPitchFraction=86.327375	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Detected = 438.17 Hz	detected pitch = 437.99 Hz	detected pitch = 438.14 Hz	069-a.wav	69.00	0.00	440.00	438.17	437.99	438.14		438.1	0.10	438.1	68.9250802909312	7.49197090688512	
/002932/Samples/Ped. Principal 8	MIDIKeyNumber=68	MIDIKeyNumber=68	MIDIKeyNumber=68	Detected = 438.17 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=92.791647	MIDIPitchFraction=92.067408	MIDIPitchFraction=92.678955	MIDIKeyNumber=68	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	070-a#.wav	070-a#.wav	070-a#.wav	MIDIPitchFraction=92.791647	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Detected = 447.47 Hz	detected pitch = 464.84 Hz	detected pitch = 464.63 Hz	070-a#.wav	70.00	0.00	466.16	447.47	464.84	464.63		458.98	9.97	464.735	69.9468573247138	5.31426752861819	
/002932/Samples/Ped. Principal 8	MIDIKeyNumber=69	MIDIKeyNumber=69	MIDIKeyNumber=69	Detected = 447.47 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=29.145169	MIDIPitchFraction=95.059298	MIDIPitchFraction=94.305123	MIDIKeyNumber=69	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	071-b.wav	071-b.wav	071-b.wav	MIDIPitchFraction=29.145169	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Detected = 491.56 Hz	detected pitch = 490.92 Hz	detected pitch = 491.04 Hz	071-b.wav	71.00	0.00	493.88	491.56	490.92	491.04		491.173333333333	0.34	491.173333333333	70.9047445515087	9.52554484913009	
/002932/Samples/Ped. Principal 8	MIDIKeyNumber=70	MIDIKeyNumber=70	MIDIKeyNumber=70	Detected = 491.56 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=91.835581	MIDIPitchFraction=89.594243	MIDIPitchFraction=89.996729	MIDIKeyNumber=70	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	072-c.wav	072-c.wav	072-c.wav	MIDIPitchFraction=91.835581	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Detected = 546.87 Hz	detected pitch = 520.78 Hz	detected pitch = 521.00 Hz	072-c.wav	72.00	0.00	523.25	546.87	520.78	521.00		529.55	15.00	520.89	71.9217026024779	7.82973975221211	
/002932/Samples/Ped. Principal 8	MIDIKeyNumber=72	MIDIKeyNumber=71	MIDIKeyNumber=71	Detected = 546.87 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=76.429610	MIDIPitchFraction=91.793109	MIDIPitchFraction=92.528314	MIDIKeyNumber=72	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	073-c#.wav	073-c#.wav	073-c#.wav	MIDIPitchFraction=76.429610	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Detected = 553.36 Hz	detected pitch = 552.25 Hz	detected pitch = 552.31 Hz	073-c#.wav	73.00	0.00	554.37	553.36	552.25	552.31		552.64	0.62	552.28	72.9347563145601	6.52436854399525	
/002932/Samples/Ped. Principal 8	MIDIKeyNumber=72	MIDIKeyNumber=72	MIDIKeyNumber=72	Detected = 553.36 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=96.844387	MIDIPitchFraction=93.369761	MIDIPitchFraction=93.571576	MIDIKeyNumber=72	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	074-d.wav	074-d.wav	074-d.wav	MIDIPitchFraction=96.844387	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Detected = 585.82 Hz	detected pitch = 584.04 Hz	detected pitch = 584.08 Hz	074-d.wav	74.00	0.00	587.33	585.82	584.04	584.08		584.646666666667	1.02	584.06	73.9033567180197	9.66432819803345	
/002932/Samples/Ped. Principal 8	MIDIKeyNumber=73	MIDIKeyNumber=73	MIDIKeyNumber=73	Detected = 585.82 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=95.551371	MIDIPitchFraction=90.290778	MIDIPitchFraction=90.399316	MIDIKeyNumber=73	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	075-d#.wav	075-d#.wav	075-d#.wav	MIDIPitchFraction=95.551371	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Detected = 619.86 Hz	detected pitch = 619.63 Hz	detected pitch = 619.79 Hz	075-d#.wav	75.00	0.00	622.25	619.86	619.63	619.79		619.76	0.12	619.76	74.930473452428	6.95265475719822	
/002932/Samples/Ped. Principal 8	MIDIKeyNumber=74	MIDIKeyNumber=74	MIDIKeyNumber=74	Detected = 619.86 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=93.335622	MIDIPitchFraction=92.683357	MIDIPitchFraction=93.128500	MIDIKeyNumber=74	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	076-e.wav	076-e.wav	076-e.wav	MIDIPitchFraction=93.335622	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Detected = 654.53 Hz	detected pitch = 656.25 Hz	detected pitch = 656.19 Hz	076-e.wav	76.00	0.00	659.26	654.53	656.25	656.19		655.656666666667	0.98	656.22	75.9201124876245	7.98875123755067	
/002932/Samples/Ped. Principal 8	MIDIKeyNumber=75	MIDIKeyNumber=75	MIDIKeyNumber=75	Detected = 654.53 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=87.533840	MIDIPitchFraction=92.090350	MIDIPitchFraction=91.930646	MIDIKeyNumber=75	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	077-f.wav	077-f.wav	077-f.wav	MIDIPitchFraction=87.533840	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Detected = 691.77 Hz	detected pitch = 695.80 Hz	detected pitch = 695.96 Hz	077-f.wav	77.00	0.00	698.46	691.77	695.80	695.96		694.51	2.37	695.88	76.93602024425	6.39797557500401	
/002932/Samples/Ped. Principal 8	MIDIKeyNumber=76	MIDIKeyNumber=76	MIDIKeyNumber=76	Detected = 691.77 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=83.357680	MIDIPitchFraction=93.406320	MIDIPitchFraction=93.802193	MIDIKeyNumber=76	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	078-f#.wav	078-f#.wav	078-f#.wav	MIDIPitchFraction=83.357680	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Detected = 736.39 Hz	detected pitch = 736.10 Hz	detected pitch = 736.21 Hz	078-f#.wav	78.00	0.00	739.99	736.39	736.10	736.21		736.233333333333	0.15	736.233333333333	77.9119145543056	8.80854456943894	
/002932/Samples/Ped. Principal 8	MIDIKeyNumber=77	MIDIKeyNumber=77	MIDIKeyNumber=77	Detected = 736.39 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=91.550889	MIDIPitchFraction=90.867712	MIDIPitchFraction=91.136608	MIDIKeyNumber=77	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	079-g.wav	079-g.wav	079-g.wav	MIDIPitchFraction=91.550889	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Detected = 777.86 Hz	detected pitch = 780.57 Hz	detected pitch = 780.52 Hz	079-g.wav	79.00	0.00	783.99	777.86	780.57	780.52		779.65	1.55	780.545	78.9237394217011	7.62605782988715	
/002932/Samples/Ped. Principal 8	MIDIKeyNumber=78	MIDIKeyNumber=78	MIDIKeyNumber=78	Detected = 777.86 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=86.399887	MIDIPitchFraction=92.438058	MIDIPitchFraction=92.314950	MIDIKeyNumber=78	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	080-g#.wav	080-g#.wav	080-g#.wav	MIDIPitchFraction=86.399887	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Detected = 827.71 Hz	detected pitch = 827.64 Hz	detected pitch = 827.69 Hz	080-g#.wav	80.00	0.00	830.61	827.71	827.64	827.69		827.68	0.04	827.68	79.9388348748525	6.11651251475536	
/002932/Samples/Ped. Principal 8	MIDIKeyNumber=79	MIDIKeyNumber=79	MIDIKeyNumber=79	Detected = 827.71 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=93.955870	MIDIPitchFraction=93.792961	MIDIPitchFraction=93.900224	MIDIKeyNumber=79	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	081-a.wav	081-a.wav	081-a.wav	MIDIPitchFraction=93.955870	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Detected = 873.53 Hz	detected pitch = 875.97 Hz	detected pitch = 875.84 Hz	081-a.wav	81.00	0.00	880.00	873.53	875.97	875.84		875.113333333333	1.37	875.905	80.9192505712591	8.07494287409156	
/002932/Samples/Ped. Principal 8	MIDIKeyNumber=80	MIDIKeyNumber=80	MIDIKeyNumber=80	Detected = 873.53 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=87.223152	MIDIPitchFraction=92.050102	MIDIPitchFraction=91.786918	MIDIKeyNumber=80	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	082-a#.wav	082-a#.wav	082-a#.wav	MIDIPitchFraction=87.223152	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Detected = 998.60 Hz	detected pitch = 928.50 Hz	detected pitch = 928.39 Hz	082-a#.wav	82.00	0.00	932.33	998.60	928.50	928.39		951.83	40.50	928.445	81.9277551044257	7.22448955742721	
/002932/Samples/Ped. Principal 8	MIDIKeyNumber=83	MIDIKeyNumber=81	MIDIKeyNumber=81	Detected = 998.60 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=18.886459	MIDIPitchFraction=92.880404	MIDIPitchFraction=92.663651	MIDIKeyNumber=83	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	083-b.wav	083-b.wav	083-b.wav	MIDIPitchFraction=18.886459	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Detected = 984.19 Hz	detected pitch = 984.18 Hz	detected pitch = 984.07 Hz	083-b.wav	83.00	0.00	987.77	984.19	984.18	984.07		984.146666666667	0.07	984.146666666667	82.93643773964	6.35622603599728	
/002932/Samples/Ped. Principal 8	MIDIKeyNumber=82	MIDIKeyNumber=82	MIDIKeyNumber=82	Detected = 984.19 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=93.725389	MIDIPitchFraction=93.697049	MIDIPitchFraction=93.502718	MIDIKeyNumber=82	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	084-c.wav	084-c.wav	084-c.wav	MIDIPitchFraction=93.725389	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Detected = 1798.51 Hz	detected pitch = 1043.06 Hz	detected pitch = 1043.19 Hz	084-c.wav	84.00	0.00	1,046.50	1,798.51	1,043.06	1,043.19		1294.92	436.12	1043.125	83.9440394487036	5.59605512963799	
/002932/Samples/Ped. Principal 8	MIDIKeyNumber=93	MIDIKeyNumber=83	MIDIKeyNumber=83	Detected = 1798.51 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=37.473846	MIDIPitchFraction=94.294965	MIDIPitchFraction=94.507645	MIDIKeyNumber=93	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	085-c#.wav	085-c#.wav	085-c#.wav	MIDIPitchFraction=37.473846	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Detected = 1092.27 Hz	detected pitch = 1104.10 Hz	detected pitch = 1103.92 Hz	085-c#.wav	85.00	0.00	1,108.73	1,092.27	1,104.10	1,103.92		1100.09666666667	6.78	1104.01	84.9261337330103	7.38662669897394	
/002932/Samples/Ped. Principal 8	MIDIKeyNumber=84	MIDIKeyNumber=84	MIDIKeyNumber=84	Detected = 1092.27 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=74.105756	MIDIPitchFraction=92.752268	MIDIPitchFraction=92.473086	MIDIKeyNumber=84	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	086-d.wav	086-d.wav	086-d.wav	MIDIPitchFraction=74.105756	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Detected = 1170.77 Hz	detected pitch = 1170.41 Hz	detected pitch = 1170.56 Hz	086-d.wav	86.00	0.00	1,174.66	1,170.77	1,170.41	1,170.56		1170.58	0.18	1170.485	85.9383722073547	6.16277926453108	
/002932/Samples/Ped. Principal 8	MIDIKeyNumber=85	MIDIKeyNumber=85	MIDIKeyNumber=85	Detected = 1170.77 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=94.255807	MIDIPitchFraction=93.728664	MIDIPitchFraction=93.943949	MIDIKeyNumber=85	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	087-d#.wav	087-d#.wav	087-d#.wav	MIDIPitchFraction=94.255807	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Detected = 1244.54 Hz	detected pitch = 1241.46 Hz	detected pitch = 1241.45 Hz	087-d#.wav	87.00	0.00	1,244.51	1,244.54	1,241.46	1,241.45		1242.48333333333	1.78	1241.455	86.9574784691186	4.25215308813733	
/002932/Samples/Ped. Principal 8	MIDIKeyNumber=87	MIDIKeyNumber=86	MIDIKeyNumber=86	Detected = 1244.54 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=0.042523	MIDIPitchFraction=95.747916	MIDIPitchFraction=95.747776	MIDIKeyNumber=87	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	088-e.wav	088-e.wav	088-e.wav	MIDIPitchFraction=0.042523	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Detected = 1312.91 Hz	detected pitch = 1313.25 Hz	detected pitch = 1313.35 Hz	088-e.wav	88.00	0.00	1,318.51	1,312.91	1,313.25	1,313.35		1313.17	0.23	1313.3	87.931452996094	6.85470039059908	
/002932/Samples/Ped. Principal 8	MIDIKeyNumber=87	MIDIKeyNumber=87	MIDIKeyNumber=87	Detected = 1312.91 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=92.628300	MIDIPitchFraction=93.076883	MIDIPitchFraction=93.216688	MIDIKeyNumber=87	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	089-f.wav	089-f.wav	089-f.wav	MIDIPitchFraction=92.628300	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Detected = 1369.99 Hz	detected pitch = 1391.53 Hz	detected pitch = 1391.41 Hz	089-f.wav	89.00	0.00	1,396.91	1,369.99	1,391.53	1,391.41		1384.31	12.40	1391.47	88.9324125088056	6.75874911944305	
/002932/Samples/Ped. Principal 8	MIDIKeyNumber=88	MIDIKeyNumber=88	MIDIKeyNumber=88	Detected = 1369.99 Hz	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	MIDIPitchFraction=66.309317	MIDIPitchFraction=93.312658	MIDIPitchFraction=93.161252	MIDIKeyNumber=88	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8	Batch process complete!	Batch process complete!	Batch process complete!	MIDIPitchFraction=66.309317	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Ped. Principal 8				Batch process complete!	#VALUE!	0.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Sw. Clarion 4	/002932/Samples/Sw. Clarion 4	/002932/Samples/Sw. Clarion 4	/002932/Samples/Sw. Clarion 4	0.00	#VALUE!	12.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Sw. Clarion 4				/002932/Samples/Sw. Clarion 4	#VALUE!	12.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Sw. Clarion 4	036-c.wav	036-c.wav	036-c.wav	0.00	#VALUE!	12.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
/002932/Samples/Sw. Clarion 4	Detected = 132.94 Hz	detected pitch = 129.64 Hz	detected pitch = 907.08 Hz	036-c.wav	36.00	12.00	130.81	132.94	129.64	129.58		130.720952380952	1.92	129.611428571429	47.840272927781	15.9727072218992	
/002932/Samples/Sw. Clarion 4	MIDIKeyNumber=48	MIDIKeyNumber=47	MIDIKeyNumber=81	Detected = 132.94 Hz	#VALUE!	12.00	#VALUE!	#VALUE!	#VALUE!	#VALUE!		#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	
